1.000000| 0.002503, 1.1271710.386608, 
0.000000| 1.617481, 1.1700190.959746, 
0.000000| 0.700583, 1.7919251.645680, 
0.000000| 1.493210, 0.3482161.717887, 
0.000000| 1.421003, 1.0270700.607990, 
0.000000| 0.029969, 0.1828060.728904, 
0.000000| 0.294626, 0.3317971.977050, 
0.000000| 0.891385, 0.2381660.009339, 
0.000000| 0.017823, 0.7557601.063326, 
0.000000| 1.142369, 1.2035281.214331, 
0.000000| 0.332469, 1.3260900.901578, 
0.000000| 0.704245, 0.1140781.215369, 
0.000000| 1.566637, 1.6052131.039766, 
0.000000| 0.603900, 1.7519461.453352, 
0.000000| 1.911802, 1.8514361.078707, 
0.000000| 0.284677, 0.9241620.470656, 
0.000000| 1.724479, 0.4192021.559313, 
255.000000| 1.687307, 1.9935911.999390, 
255.000000| 1.222999, 0.7848750.532426, 
255.000000| 0.594562, 1.6802880.047487, 
255.000000| 0.751732, 0.1852471.354411, 
255.000000| 0.112430, 0.0175791.837580, 
255.000000| 0.551775, 0.5457931.175817, 
255.000000| 1.382366, 1.6752221.452986, 
255.000000| 0.969878, 0.4107181.487472, 
255.000000| 0.936918, 0.9159221.898312, 
255.000000| 1.488876, 0.2165591.198096, 
255.000000| 0.770470, 1.4700161.217933, 
255.000000| 1.144810, 0.7226780.303110, 
255.000000| 0.450209, 0.8503071.605762, 
255.000000| 1.034211, 1.9799801.503098, 
255.000000| 0.691122, 0.3379621.314615, 
255.000000| 0.983795, 0.1270791.399518, 
255.000000| 1.009613, 0.2949921.899167, 
255.000000| 0.283151, 1.8102361.385784, 
255.000000| 0.606098, 0.8531140.140751, 
255.000000| 1.933226, 1.3663750.306467, 
255.000000| 1.754509, 1.6433611.164098, 
255.000000| 0.382702, 0.3557851.634388, 
255.000000| 0.950529, 0.3111061.007843, 
0.000000| 1.464034, 0.8111820.559160, 
0.000000| 1.137486, 1.3644831.511704, 
0.000000| 1.443831, 0.9505910.246040, 
0.000000| 0.735618, 1.6693620.070193, 
0.000000| 1.034028, 1.3259680.852443, 
0.000000| 0.209357, 1.8986791.842769, 
0.000000| 1.099094, 0.6919770.943449, 
0.000000| 0.749962, 1.6939600.633747, 
0.000000| 0.912198, 0.5437791.965941, 
0.000000| 0.595599, 1.4783781.134556, 
0.000000| 0.391980, 1.5226291.678884, 
0.000000| 0.795312, 1.0018011.780328, 
0.000000| 0.054933, 1.9892571.145177, 
0.000000| 0.101016, 1.0626540.388134, 
0.000000| 1.686087, 1.2535171.315226, 
0.000000| 0.395703, 1.6843170.246651, 
0.000000| 0.219855, 1.4862510.628132, 
0.000000| 1.882138, 0.5721610.672628, 
0.000000| 0.280526, 1.4661701.669240, 
0.000000| 1.415998, 1.2004761.494430, 
0.000000| 0.505448, 0.2889490.003235, 
0.000000| 0.122013, 1.6124761.705252, 
0.000000| 0.421155, 0.2312081.106418, 
0.000000| 0.028504, 0.2275460.909024, 
255.000000| 1.504440, 1.3722951.086886, 
255.000000| 0.147771, 0.8734400.403882, 
255.000000| 1.392438, 0.5807060.873379, 
255.000000| 0.464858, 1.1557361.065157, 
255.000000| 1.257363, 0.3203831.008271, 
255.000000| 1.926084, 1.3915221.849605, 
255.000000| 0.379894, 0.6718960.356700, 
255.000000| 1.990356, 0.9148841.996033, 
255.000000| 0.195013, 1.2503430.188787, 
255.000000| 0.875454, 1.8630330.096866, 
255.000000| 1.789239, 0.5800350.454604, 
255.000000| 1.538133, 0.8214360.403943, 
255.000000| 1.256142, 1.2082890.903226, 
255.000000| 0.932707, 1.1956541.269448, 
255.000000| 1.709586, 1.6575821.249550, 
255.000000| 1.441816, 1.1315040.750267, 
255.000000| 0.368542, 1.4758141.110263, 
255.000000| 1.810175, 0.4857330.377880, 
255.000000| 1.209449, 1.3970151.169225, 
255.000000| 0.702597, 0.9889220.160772, 
255.000000| 1.481491, 1.2240971.240761, 
255.000000| 1.382244, 1.6090580.298227, 
255.000000| 1.152074, 1.7354661.823115, 
255.000000| 1.229408, 1.4553670.086428, 
255.000000| 1.335551, 1.9530630.630024, 
255.000000| 1.138401, 0.6116520.347850, 
255.000000| 0.217109, 1.7380901.702445, 
255.000000| 1.488632, 0.3097630.653829, 
255.000000| 0.158696, 0.1532031.281961, 
0.000000| 1.640004, 1.0901820.896512, 
0.000000| 0.817957, 0.5974910.931120, 
0.000000| 1.002411, 0.3053070.646077, 
0.000000| 1.475997, 0.6277661.653371, 
0.000000| 1.918149, 1.7466961.450056, 
0.000000| 0.600116, 1.8879970.254463, 
0.000000| 0.131474, 1.5699331.049165, 
0.000000| 1.219275, 1.9122290.144536, 
0.000000| 1.751274, 1.3077180.644246, 
0.000000| 0.209601, 1.0101020.454176, 
0.000000| 0.580584, 1.8399611.102329, 
0.000000| 1.325602, 0.2290720.985076, 
0.000000| 0.758263, 0.9936221.586718, 
0.000000| 1.018525, 0.7647331.376324, 
0.000000| 1.064302, 1.2125610.790368, 
0.000000| 0.011780, 1.4157540.201239, 
0.000000| 1.246132, 1.7264930.983001, 
0.000000| 1.494675, 0.9938050.760216, 
